0,0,0,0,0,0,0,0
0,0,223,0,0,223,0,0
0,0,223,0,0,223,0,0
0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,78
78,78,78,0,0,53,78,78
0,53,78,78,78,78,0,0
0,53,0,0,0,0,0,0
