0,0,0,0,0,0,0,0
0,0,26,0,0,26,0,0
0,0,26,0,0,26,0,0
0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,26
26,26,26,0,0,223,26,26
0,223,26,26,26,26,0,0
0,223,0,0,0,0,0,0
